tweets,labls
Cutting payments for physicians strains our health care system and the ability for doctors to provide the best care… https://t.co/KqDUkdziSE,D
"Thanks to the Bipartisan Infrastructure Law, our nation’s school buses are becoming cleaner and safer.

This law is… https://t.co/ZnuZiGIEAQ",D
"To date, $11.2 billion has been allocated to California through the Bipartisan Infrastructure Law.

This investment… https://t.co/6TMU5tX8MD",D
RT @HouseForeign: Chairs @RepGregoryMeeks and @RepBera issued the following statement on yesterday's meeting between @POTUS and President X…,D
"The Bipartisan Infrastructure Law is connecting more Americans to affordable, high-speed internet.

In fact, 1.75 m… https://t.co/LFcjUC7p9y",D
"Today marks one year since President Biden signed the Bipartisan Infrastructure Law.

This once-in-a-generation inv… https://t.co/ANSsU0Qkn9",D
RT @MPG8dotcom: Congressman @RepBera M.D. (CA-07) recently took public transportation to the grand opening of the Rancho Cordova Youth Cent…,D
"On #WorldDiabetesDay, we are reminded that life-saving medication is far too expensive for American families.

That… https://t.co/zKjCQOkFHD",D
The enrollment period for eligible veterans is now OPEN. You can check your eligibility and apply online using the… https://t.co/BRxs5T6Tti,D
"Today is an opportunity for our nation to recommit to caring for our veterans once they return home. 

In Congress,… https://t.co/csmgezpl1h",D
"Happy Veterans Day! 🇺🇸

Thank you to all the #SacramentoCounty men and women who served our nation in uniform. We a… https://t.co/QaG8iWT6Jx",D
"Happy 247th birthday to the @USMC!

Thank you to the generations of brave Marines for your service and sacrifice fo… https://t.co/WQe8mOtdmc",D
"RT @RideSacRT: Have you tried SmaRT Ride yet? This week, Congressman Ami Bera joined SacRT General Manager/CEO Henry Li on a ride to showca…",D
"Happy #ElectionDay, Sacramento County! 🗳️🇺🇸

Regardless of what you believe or how you choose to vote, your voice m… https://t.co/LDBzEPxuBA",D
"It was a pleasure to join over 400 community members for the opening of the Rancho Cordova Youth Center.

I was pro… https://t.co/3DQEdfVHvW",D
"RT @SacCountyCA: Voting at home? Don’t hold on to your ballot. Seal, sign and date the envelope today. Drop it off at any Official Ballot D…",D
RT @dmschoorl: It was great to meet @RepBera at the ribbon cutting of the new #RanchoCordova Youth Center. These are exactly the type of pr…,D
"We cannot continue to bury our children and grandchildren under a mountain of debt.

That's why I voted for the Inf… https://t.co/XGCYWjhcEV",D
"Taiwan has long been a force for good in the world, willing and able to share its capabilities in development &amp; hum… https://t.co/LJYtnZ3HqU",D
I commend the signing of a memorandum of understanding between the American Institute of Taiwan and @TECRO_USA that… https://t.co/WfgTtEHo1d,D
RT @sacrt_henry: So great to catchup with ⁦@RepBera⁩ as we took ⁦@RideSacRT⁩ light rail and SmaRT Ride to the ribbon cutting of the new ⁦@C…,D
"Our nation's seniors have paid into Social Security and Medicare their whole lives, and they deserve a secure and d… https://t.co/vz4RubKn7S",D
My office has recovered over $13.7 million in owed benefits for #SacramentoCounty residents - everything from stall… https://t.co/FSfNCsGkFA,D
"Today, I joined health care leaders and @DorisMatsui to celebrate the 10th open enrollment period for @CoveredCA.… https://t.co/ka64DkilFf",D
"RT @healthaccess: As a physician, @RepBera speaks about how life-changing health care coverage is, and the importance of the #ACA to ensure…",D
RT @SACOG: Arcade-Cripple Creek multi-use trail in Citrus Heights is officially under construction! The 2.9 mile trail is part of the Regio…,D
"2023 OPEN ENROLLMENT HAS BEGUN! The deadline to apply for new or changes in coverage is December 15th.

Join the mi… https://t.co/NaTpqbT3kY",D
This bill would help doctors spend less time on burdensome paperwork seeking prior authorization and more time taki… https://t.co/ZmukzMBVTM,D
"Government works best when we put politics aside and come together to solve real problems facing Americans. 

That'… https://t.co/wW91bWlwGO",D
I am deeply saddened by this horrific tragedy. My thoughts and condolences are with the people of South Korea durin… https://t.co/bcRXzvNqaQ,D
RT @kcranews: Congressman Ami Bera recently hosted the seventh annual brain health forum in Sacramento to discuss the hardship Alzheimer's…,D
Violence has absolutely no place in our society and our politics. Words and actions matter. It is on all of us to b… https://t.co/c1lrr41lNc,D
Free press and an independent judiciary are fundamental to democratic societies. The conviction of Jimmy Lai reaffi… https://t.co/9YOcyngrjR,D
"Anyone looking for a cunning last minute Halloween costume, @kcranews and I have a suggestion...🦊

Click the link f… https://t.co/6ODVkx8D7P",D
"Deeply saddened by the loss of former Defense Secretary Ash Carter.

Sec. Carter was a devoted public servant, educ… https://t.co/H9EQQoo4Db",D
"On #WorldPolioDay, it is crucial to reaffirm our commitment to eradicating this disease. 

For more information, vi… https://t.co/098HJZupCA",D
"Wishing a safe, joyous, and prosperous #DiwaliCelebration to those celebrating in Sacramento, across the country, a… https://t.co/ir12nvvwGe",D
Poor and aging infrastructure limits the ability of Californians to travel safely and efficiently from home to thei… https://t.co/WP9h8Ym8nZ,D
"As we head into cooler weather for the fall and winter months in #SacramentoCounty, don't forget to protect yoursel… https://t.co/odbVCMHLoB",D
"Thanks to @POTUS, millions of Americans can now apply for student debt relief! 

This will strengthen the middle cl… https://t.co/jyq83PdCDK",D
"I'm proud to have received a 100% rating on the @HRC scorecard. 

LGBTQ+ rights are human rights and I will never s… https://t.co/GgJZmtHA78",D
"As a doctor, I've seen too many #SacCounty families struggle with the high cost of health care.

The… https://t.co/BaXE87fXj6",D
"On #NationalComingOutDay, I stand with the LGBTQ+ community to create a safe and welcoming society for all American… https://t.co/qK17GYEnXC",D
"Congratulations and warmest wishes to the people of #Taiwan on their 111th National Day.

My statement with… https://t.co/Njj3NZBzjp",D
"September was another strong month for the American economy. 263,000 jobs were created, and unemployment is down to… https://t.co/80x8uuE2oF",D
Don’t forget to get your flu shot! It’s the single best way to protect yourself and your loved ones from the flu.… https://t.co/CBVJLmrqGU,D
RT @AlzVmijic: Thank you @RepBera and Mayor of @CityofElkGrove Bobbie Singh-Allen for joining our #Alzheimers advocates for the 7th Annual…,D
"RT @RideSacRT: SacRT continues to celebrate California Clean Air Day with systemwide FREE rides through Friday, October 7. We were part of…",D
The 5th Circuit’s ruling jeopardizes the future of thousands of #DACA recipients who know America as their only hom… https://t.co/5vIZmIlcLG,D
"⏰ Join me TODAY at 9:30am PT for the 7th Annual Brain Health Forum.

The forum will be held in person and streamed… https://t.co/StuAObiHIq",D
Wishing everyone in #CA07 observing Yom Kippur a meaningful and easy fast.,D
"I was proud to vote for the PACT Act, which will extend life-saving health benefits to over 3.5 million veterans wh… https://t.co/rAW4axokVI",D
"It’s been 100 days since #SCOTUS overturned Roe v. Wade.

I'm proud to have voted for the Women’s Health Protection… https://t.co/7yK7dgz00E",D
I strongly condemn North Korea’s launch of a ballistic missile over Japan – a dangerous escalation that is in direc… https://t.co/kvOgYFq8JG,D
"I’m proud to have recently received @NAACOSnews Champion of Value in Health Care Award.

As a doctor, I will keep f… https://t.co/0C9xcQ52RL",D
"Americans should not have to pay 2-3 times more on prescription drugs than people in other countries.

The Inflatio… https://t.co/Zkv9xgD07C",D
"Alzheimer's remains one of the leading causes of death in America.

My office is hosting our 7th Annual Brain Healt… https://t.co/GoZcktHtsX",D
"23,000 Americans die every year from antimicrobial resistant ‘superbugs.’

Today I’m partnering w/ @RepScottPeters… https://t.co/cl2gZMt8Ci",D
Our nation’s health care workers have worked heroically throughout the pandemic to keep our communities safe and he… https://t.co/1yAGu99BSW,D
"RT @NPR: California Rep. Ami Bera was bitten by a rabid fox on Capitol Hill in April. He's OK, but now, he wants to make sure the cost of t…",D
"I applaud @POTUS for convening the U.S.-Pacific Island Country Summit.

We must continue partnering with the region… https://t.co/IZiTdxGiFp",D
The Inflation Reduction Act will reduce the national deficit by $300 billion without raising taxes a single penny o… https://t.co/CapQnlf5vn,D
RT @washingtonpost: Rep. Ami Bera (D-Calif.) has introduced legislation aimed at reducing the cost of the rabies vaccine for uninsured Amer…,D
RT @politicongress: Rep. Ami Bera is introducing legislation to expand access to the rabies vaccine — months after a fox bit him on Capitol…,D
"On #WorldRabiesDay, I'm introducing legislation to lower the costs of rabies vaccines for uninsured individuals.

H… https://t.co/hBW8ffyjWi",D
"Despite being a deadly disease, rabies is 100% preventable with vaccines (trust me, I know from personal experience… https://t.co/H5njKnXp0R",D
#SacramentoCounty seniors will see cheaper Medicare Part B premiums in 2023 – the first decrease in over a decade.… https://t.co/hopFxrpXIi,D
"Decades of neglect and underinvestment in our infrastructure have contributed to supply chain backups.

The Biparti… https://t.co/weljlHr3qA",D
I’m honored to receive @BMAlliance’s 2022 Medicare Advantage Champion award for my bipartisan efforts to protect an… https://t.co/xpGee6VG6z,D
"American manufacturing is back and stronger than ever before! 🇺🇸

https://t.co/1lUSDVkAZW",D
Seniors have paid into Social Security and Medicare their whole lives. They deserve a secure and dignified retireme… https://t.co/g6MVCrWvXw,D
"Last night, I proudly voted for bipartisan bills that will ensure local police departments will be able to hire and… https://t.co/MxLmL9lgio",D
"Our first responders go above and beyond the call of duty to keep our communities safe and protected.

We need to b… https://t.co/1yG8D6wGb8",D
"I’m honored to be named Co-Chair of the Childhood Cancer Caucus.

As a physician, I’m committed to pursuing biparti… https://t.co/4u77KhKPzm",D
"Since 2002, the @GlobalFund partnership has saved 50 million lives. I applaud the Biden Admin for hosting the 7th R… https://t.co/iwu59YETsi",D
"As Chair of the @HouseForeign Subcommittee on Asia, the Pacific, and Central Asia, I’m concerned about the deadly h… https://t.co/mlN3DUxtqr",D
I’m honored to receive the Humane Advocate Award from @HSLegFund for my work to protect animals from abuse and crue… https://t.co/EYJKkNmzXD,D
"Happy #NationalVoterRegistrationDay!

Your voice is critical in deciding the future of our democracy. Be sure to re… https://t.co/vJ8GQlnZWs",D
"Every American deserves to live in a safe community where they can thrive.

That’s why I’ve consistently voted to f… https://t.co/No4oLrHMx1",D
"It’s unconscionable that Americans pay 2-3 times more on prescription drugs than people in other countries.

The In… https://t.co/I1MaHSGw6m",D
Today marks the beginning of #HispanicHeritageMonth when we honor and celebrate the remarkable contributions that L… https://t.co/Berevrva9U,D
"Great news! Over 750 high-paying tech jobs are coming to #CA07.

This exciting announcement comes on the heels of t… https://t.co/6h7S0Pz7PG",D
